Period,Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
Last3,"Henderson, Trey",LAKE,30,SS,ML,332,0.28899999999999998,0.36199999999999999,0.45800000000000002,1297,375,50,2,55,206,206,149,157,0,3,63,3
Last3,"Henry, Sang",ELP,26,CF,ML,127,0.29599999999999999,0.35099999999999998,0.43099999999999999,297,88,14,1,8,43,39,25,36,3,3,6,1
Last3,"Herrera, Bob",OKC,31,2B,ML,327,0.27400000000000002,0.32600000000000001,0.48799999999999999,1290,354,107,5,53,198,192,98,179,2,4,34,2
Last3,"Hessel, Eddie",CHES,30,C,ML,324,0.245,0.29199999999999998,0.41,1026,251,42,10,36,140,124,68,232,0,1,31,1
Last3,"Heuman, Paul",TEX,37,LF,ML,335,0.29899999999999999,0.34599999999999997,0.44500000000000001,1411,422,72,1,44,231,187,101,200,26,19,53,0
Last3,"Hickman, Mason",NORW,32,C,ML,210,0.27,0.33100000000000002,0.373,549,148,19,1,12,67,59,50,106,0,2,19,2
Last3,"Hicks, Brian",DAY,27,RF,ML,338,0.27900000000000003,0.33400000000000002,0.50700000000000001,1223,341,35,14,72,196,204,102,297,2,3,26,2
Last3,"Hicks, Dale",MAIN,30,1B,ML,336,0.312,0.34200000000000003,0.49399999999999999,1309,408,104,19,32,190,168,61,136,0,3,38,2
Last3,"Hicks, Dave",IDA,27,LF,ML,327,0.31,0.34599999999999997,0.47,1291,400,71,5,42,193,184,72,132,0,4,53,3
Last3,"Hill, George",BANG,30,3B,ML,330,0.29499999999999998,0.36499999999999999,0.47,1160,342,68,3,43,165,153,129,183,0,6,47,6
Last3,"Hockey, Johnny",OKC,28,C,ML,311,0.30599999999999999,0.36499999999999999,0.52900000000000003,1165,357,80,13,51,193,193,108,180,14,7,45,2
Last3,"Hodges, Julio",OKC,35,RF,ML,175,0.28599999999999998,0.32400000000000001,0.496,423,121,17,0,24,69,85,24,100,7,4,12,1
Last3,"Honeywell, Randy",PEOR,27,RF,ML,239,0.32200000000000001,0.35499999999999998,0.42599999999999999,739,238,44,9,5,100,81,38,55,1,2,39,1
Last3,"Hoopii, Pedro",PEOR,26,LF,ML,10,0.48299999999999998,0.5,0.72399999999999998,29,14,2,1,1,5,3,1,0,0,0,1,0
Last3,"Hornigold, Benjamin",AUCK,31,3B,ML,342,0.28000000000000003,0.379,0.48099999999999998,1254,351,38,2,70,195,224,199,292,1,1,34,1
Last3,"Horsley, Jeffrey",CASP,27,C,ML,111,0.23200000000000001,0.28999999999999998,0.4,185,43,7,0,8,20,26,15,24,0,0,10,0
Last3,"Humes, Kimo",OMA,30,LF,ML,316,0.26900000000000002,0.36,0.52300000000000002,928,250,33,2,66,170,181,131,236,4,2,25,2
Last3,"Hunter, Charles",NORW,30,1B,ML,334,0.30099999999999999,0.34200000000000003,0.53100000000000003,1233,371,113,6,53,198,218,78,176,1,3,52,1
Last3,"Idaho, Duncan",NORW,33,1B,ML,318,0.317,0.42199999999999999,0.59499999999999997,1191,378,55,12,84,241,239,216,256,1,5,43,4
Last3,"Ina, Anderson",IDA,29,CF,ML,294,0.28199999999999997,0.316,0.46500000000000002,961,271,48,1,42,128,151,48,134,0,4,30,3
Last3,"Irvin, Leonel",EDMO,28,1B,ML,336,0.27300000000000002,0.36199999999999999,0.45200000000000001,1234,337,59,3,52,179,179,172,153,0,4,26,3
Last3,"Iwanski, Travis",MAHO,29,1B,ML,322,0.28799999999999998,0.376,0.56999999999999995,1181,340,47,5,92,221,242,167,182,0,5,32,4
Last3,"Jack, Ray",IDA,32,3B,ML,329,0.253,0.33200000000000002,0.41,1162,294,49,2,43,160,172,137,259,1,5,44,1
Last3,"Jahari, Tanka",RICH,27,2B,ML,329,0.315,0.39700000000000002,0.58699999999999997,1260,397,67,4,89,249,256,171,239,2,2,45,2
Last3,"Jaime, Donny",SUGR,30,CF,ML,330,0.32100000000000001,0.38900000000000001,0.40400000000000003,1319,424,107,1,0,200,137,147,111,8,7,51,1
Last3,"Jasmin, Willy",ROME,28,C,ML,287,0.314,0.35299999999999998,0.503,1108,348,72,4,43,163,198,67,126,4,10,47,0
Last3,"Jax, Ryan",ERIE,27,C,ML,154,0.316,0.35399999999999998,0.46899999999999997,618,195,37,2,18,99,92,37,96,0,0,18,0
Last3,"Jetski, Dwayne",ELP,26,RF,ML,126,0.27300000000000002,0.35,0.438,418,114,17,2,16,61,47,50,61,1,1,8,0
Last3,"Jinwoo, Sung",SF,30,1B,ML,343,0.32900000000000001,0.42,0.66300000000000003,1242,409,69,6,111,272,287,193,180,1,1,46,1
Last3,"Joe, Aroma",ELP,24,1B,ML,143,0.29099999999999998,0.35199999999999998,0.45300000000000001,530,154,38,0,16,79,74,50,79,0,1,8,0
Last3,"Johnson, Fairweather",MIDL,28,RF,ML,257,0.307,0.33,0.36599999999999999,424,130,17,4,0,71,55,15,80,28,13,11,1
Last3,"Johnson, Josh",LV,25,SS,ML,67,0.221,0.27600000000000002,0.35399999999999998,195,43,12,1,4,29,25,15,36,1,0,9,0
Last3,"Johnson, Nasir",SCRN,33,RF,ML,338,0.27800000000000002,0.34899999999999998,0.51800000000000002,1250,348,94,4,66,172,208,135,187,0,3,46,3
Last3,"Johnson, Vincent",EDMO,26,C,ML,68,0.27700000000000002,0.36199999999999999,0.47,166,46,8,0,8,30,27,22,32,1,1,5,0
Last3,"Johnston, Dan",SUGR,27,RF,ML,64,0.216,0.26,0.26700000000000002,116,25,6,0,0,10,12,7,33,0,0,3,0
Last3,"Jones, Alexander",ELP,27,C,ML,69,0.31,0.375,0.379,87,27,4,1,0,10,13,9,11,0,0,1,0
Last3,"Jones, Bryce",IDA,29,C,ML,170,0.255,0.30599999999999999,0.47899999999999998,505,129,32,0,27,70,67,37,119,0,0,21,0
Last3,"Jones, Hollis",OMA,27,1B,ML,181,0.28100000000000003,0.36199999999999999,0.39100000000000001,540,152,27,4,8,79,75,68,43,0,2,22,0
Last3,"Kelly, Seth",TEX,36,3B,ML,307,0.27300000000000002,0.32600000000000001,0.36699999999999999,1220,333,72,5,11,156,127,97,116,0,3,70,2
Last3,"Kerle, Jerry",MIDL,31,CF,ML,247,0.32200000000000001,0.38200000000000001,0.442,733,236,37,6,13,110,108,71,132,2,1,26,1
Last3,"Kjerstad, Heston",CASP,33,RF,ML,331,0.28399999999999997,0.33,0.47799999999999998,1324,376,122,6,41,172,202,91,223,0,1,66,1
Last3,"Klein, Matthew",ALTO,30,RF,ML,336,0.255,0.33500000000000002,0.45500000000000002,1104,282,37,6,57,191,182,132,234,2,0,50,0
Last3,"Klonoski, Jesse",ELP,26,LF,ML,13,0.115,0.115,0.115,26,3,0,0,0,0,1,0,3,0,0,0,0
Last3,"Kloth, Trevor",ERIE,31,2B,ML,332,0.26400000000000001,0.33500000000000002,0.47899999999999998,1193,315,65,1,63,188,195,128,277,0,3,26,3
Last3,"Knepel, Jacob",OMA,32,LF,ML,309,0.28999999999999998,0.33800000000000002,0.45700000000000002,1195,347,41,4,50,173,182,85,245,3,3,47,3
Last3,"Knight, Briley",TEX,34,LF,ML,281,0.25600000000000001,0.30399999999999999,0.374,884,226,35,2,22,109,125,61,179,1,5,30,3
Last3,"Koch, Torii",LAKE,32,RF,ML,262,0.26400000000000001,0.311,0.42099999999999999,673,178,30,3,23,97,63,45,147,4,7,10,1
Last3,"Kohlmeier, Shane",ELP,29,RF,ML,190,0.254,0.309,0.39600000000000002,591,150,33,0,17,81,76,47,93,2,3,18,1
Last3,"Koval Jr, Elijah",FRIS,31,2B,ML,329,0.28799999999999998,0.34699999999999998,0.48,1248,359,52,7,58,192,196,114,260,0,3,54,2
Last3,"Kringle, Kris",ERIE,31,RF,ML,340,0.31,0.379,0.6,1345,417,111,9,87,269,284,150,182,0,1,51,1
Last3,"Kruczek, John",TEX,39,CF,ML,250,0.25700000000000001,0.33200000000000002,0.29799999999999999,705,181,23,0,2,104,65,80,60,29,12,20,1
Last3,"Kruse, Ryan",WISC,39,C,ML,294,0.29799999999999999,0.35599999999999998,0.43099999999999999,1055,314,58,1,27,165,150,95,103,0,1,49,1
Last3,"Kulakowski, Adrian",IDA,27,C,ML,148,0.253,0.28199999999999997,0.41199999999999998,296,75,20,0,9,35,42,12,41,0,0,5,0
Last3,"Kuthe, Dave",FRIS,25,RF,ML,24,0.24099999999999999,0.33700000000000002,0.47,83,20,2,1,5,8,11,12,16,3,1,3,0
Last3,"Lane, Somerset",LV,36,RF,ML,298,0.30199999999999999,0.33900000000000002,0.44400000000000001,1070,323,81,7,19,138,134,60,132,23,17,42,0
Last3,"Larimore, Roberto",SF,28,3B,ML,306,0.309,0.36199999999999999,0.44800000000000001,951,294,46,16,18,133,136,78,121,6,5,37,1
Last3,"Laroque, Jonathan",OMA,33,2B,ML,334,0.28199999999999997,0.36599999999999999,0.45,1335,377,60,1,54,217,174,176,257,0,0,39,0
Last3,"Larose, Davy",SUGR,31,1B,ML,232,0.28799999999999998,0.33800000000000002,0.439,795,229,33,3,27,111,124,60,145,0,2,26,2
Last3,"Lasch, Joel",NORW,32,CF,ML,327,0.26600000000000001,0.33100000000000002,0.47599999999999998,1220,324,74,15,51,195,204,120,291,23,10,51,1
Last3,"Lawrence, Ben",FRIS,30,C,ML,318,0.31900000000000001,0.36899999999999999,0.434,1328,424,74,11,19,179,139,105,128,0,2,37,2
Last3,"Leach, Zachary",PEOR,27,3B,ML,20,0.16200000000000001,0.27900000000000003,0.216,37,6,2,0,0,3,6,6,7,0,0,0,0
Last3,"Lee, Nap",DAY,26,2B,ML,10,0.105,0.19,0.105,19,2,0,0,0,4,1,2,2,2,0,0,0
Last3,"Lepaque, Francois",EDMO,37,LF,ML,141,0.25800000000000001,0.31,0.36499999999999999,384,99,17,0,8,51,41,29,55,0,2,12,0
Last3,"Lewis, Ren",OMA,35,CF,ML,162,0.26200000000000001,0.36099999999999999,0.39,359,94,10,0,12,64,59,56,80,3,2,7,1
Last3,"Lin, Frank",ELP,29,LF,ML,233,0.28799999999999998,0.32900000000000001,0.34699999999999998,452,130,13,4,2,67,60,28,36,19,20,19,1
Last3,"Linsey, Wendell",MAHO,24,RF,ML,89,0.26600000000000001,0.29799999999999999,0.47499999999999998,301,80,20,2,13,40,53,14,54,0,0,12,0
Last3,"Lippert, Maz",ALTO,36,CF,ML,343,0.371,0.45500000000000002,0.495,1387,515,105,6,18,315,201,214,98,35,23,57,1
Last3,"Lira, Mike",SCRN,27,CF,ML,32,0.28299999999999997,0.38900000000000001,0.32600000000000001,92,26,4,0,0,10,6,16,17,0,0,2,0
Last3,"Lopez, Walt",LV,24,3B,ML,87,0.217,0.29799999999999999,0.40100000000000002,217,47,10,0,10,29,33,25,37,0,2,6,2
Last3,"Lord, Ralph",LOUI,31,RF,ML,211,0.26300000000000001,0.30499999999999999,0.41199999999999998,560,147,18,0,22,71,78,34,108,0,1,19,1
Last3,"Lorts, Gary",OKC,31,1B,ML,313,0.27,0.32400000000000001,0.44600000000000001,1176,318,31,1,58,169,210,93,279,1,1,46,1
Last3,"Louissaint, Jerry",SF,27,C,ML,317,0.29499999999999998,0.34399999999999997,0.505,1142,337,65,14,49,186,224,86,129,36,19,40,3
Last3,"Luther, Lucius",BANG,25,3B,ML,25,0.374,0.39400000000000002,0.47299999999999998,91,34,7,1,0,18,12,3,8,0,0,5,0
Last3,"MacIntosh, Noodles",BANG,29,LF,ML,243,0.27700000000000002,0.32500000000000001,0.36199999999999999,390,108,10,1,7,85,61,28,45,51,9,5,0
Last3,"Magby, Jose",CHES,30,RF,ML,320,0.29899999999999999,0.33600000000000002,0.48799999999999999,1183,354,76,6,45,153,189,65,171,15,5,34,0
Last3,"Maller, Timothy",SCRN,25,SS,ML,26,0.34300000000000003,0.40500000000000003,0.41899999999999998,105,36,3,1,1,17,10,11,7,0,0,7,0
Last3,"Mann, Mark",MAIN,29,2B,ML,152,0.32,0.34300000000000003,0.39600000000000002,566,181,24,5,3,63,69,20,53,1,0,18,0
Last3,"Manoogian, Deuce",BANG,31,LF,ML,338,0.33,0.38300000000000001,0.52300000000000002,1338,442,94,10,48,218,226,114,206,0,1,45,1
Last3,"Manton, Dennis",PEOR,25,LF,ML,9,0.27600000000000002,0.41699999999999998,0.58599999999999997,29,8,0,0,3,6,6,7,5,1,0,2,0
Last3,"Maple, Moshe",LAKE,26,3B,ML,213,0.29199999999999998,0.33100000000000002,0.45100000000000001,835,244,40,0,31,107,143,48,169,0,1,27,1
Last3,"Marin, Cheech",OKC,30,1B,ML,322,0.27800000000000002,0.34899999999999998,0.42199999999999999,1122,312,61,4,31,162,132,123,266,0,0,14,0
Last3,"Marinucci, Izzy",MAHO,27,2B,ML,240,0.31,0.35099999999999998,0.46700000000000003,681,211,36,1,23,128,103,43,48,16,10,36,1
Last3,"Marriott, Francis",LOUI,25,SS,ML,165,0.28999999999999998,0.34300000000000003,0.55800000000000005,520,151,28,3,35,93,93,42,87,6,1,18,1
Last3,"Martin, Mario",SF,24,3B,ML,181,0.29599999999999999,0.34699999999999998,0.49399999999999999,702,208,34,3,33,99,131,55,114,3,5,24,1
Last3,"Matchette, Paul",IDA,26,2B,ML,24,0.23499999999999999,0.29199999999999998,0.36699999999999999,98,23,4,0,3,16,7,8,14,0,0,5,0
Last3,"Mauricio, Brian",SUGR,30,RF,ML,247,0.29299999999999998,0.34599999999999997,0.49199999999999999,478,140,24,4,21,68,80,39,133,1,2,12,1
Last3,"McCloud, Fox",CHES,30,SS,ML,340,0.32200000000000001,0.36799999999999999,0.435,1405,452,96,6,17,247,161,104,119,34,14,27,1
Last3,"McColl, Jerry",ALTO,31,C,ML,1,0.4,0.4,0.6,5,2,1,0,0,0,1,0,0,0,0,1,0
Last3,"McCray, Bill",ROME,32,1B,ML,302,0.252,0.32,0.36199999999999999,959,242,51,6,14,120,118,96,193,0,5,34,1
Last3,"McDichael, Sleve",RICH,34,SS,ML,340,0.28699999999999998,0.34200000000000003,0.435,1280,367,47,4,45,199,197,108,256,2,0,41,0
Last3,"McDonald, Ron",NORW,24,LF,ML,25,0.23599999999999999,0.29899999999999999,0.34799999999999998,89,21,5,1,1,11,14,8,13,5,2,5,1
Last3,"McGaughy, Randall",TEX,36,SS,ML,333,0.32500000000000001,0.34200000000000003,0.35,1525,496,30,4,0,188,123,39,130,34,12,17,0
Last3,"McIntyre, George",FRIS,29,3B,ML,326,0.29099999999999998,0.32500000000000001,0.42599999999999999,1239,360,53,8,33,162,154,63,144,28,16,48,3
Last3,"McMurray, Jim",LOUI,25,LF,ML,2,0.42899999999999999,0.42899999999999999,0.57099999999999995,7,3,1,0,0,1,0,0,2,0,0,0,0
Last3,"McNett, Wesley",MAHO,28,2B,ML,336,0.28699999999999998,0.36099999999999999,0.52600000000000002,1275,366,55,5,80,211,222,147,184,1,0,48,0
Last3,"McNiell, Joe",SF,27,LF,ML,222,0.29799999999999999,0.36299999999999999,0.442,292,87,16,7,4,50,36,30,55,20,9,6,0
Last3,"McPheron, Anthony",ROME,28,C,ML,81,0.311,0.34300000000000003,0.35,103,32,4,0,0,8,11,5,8,0,1,2,1
Last3,"McWhorter, John",ERIE,26,3B,ML,334,0.27800000000000002,0.34100000000000003,0.56799999999999995,1280,356,91,2,92,239,274,122,337,1,1,26,1
Last3,"Melching, Jose",PEOR,30,SS,ML,341,0.27900000000000003,0.372,0.40600000000000003,1182,330,56,2,30,195,152,174,156,81,35,60,1
Last3,"Mensick, Nemo",PEOR,31,2B,ML,337,0.32100000000000001,0.40799999999999997,0.52300000000000002,1330,427,99,5,53,264,168,196,182,3,3,37,3
Last3,"Micelli, Anthony",CHES,27,2B,ML,334,0.29399999999999998,0.34699999999999998,0.48399999999999999,1296,381,52,7,60,198,229,105,205,0,3,27,3
Last3,"Michlin, Scott",LV,36,3B,ML,338,0.33700000000000002,0.36599999999999999,0.44700000000000001,1402,472,103,5,14,208,161,65,62,9,4,88,2
Last3,"Mills, Sterling",AUCK,28,RF,ML,294,0.29099999999999998,0.33100000000000002,0.39800000000000002,791,230,43,9,8,109,112,47,115,33,19,34,2
Last3,"Moher, Douglas",PORT,34,CF,ML,338,0.32500000000000001,0.41,0.40200000000000002,1295,421,73,9,3,238,131,187,94,30,26,39,1
Last3,"Moir, Stuart",CASP,25,3B,ML,1,0.25,0.25,0.25,4,1,0,0,0,0,2,0,0,0,0,1,0
Last3,"Moizoos, Ibrahim",RICH,24,LF,ML,32,0.30499999999999999,0.371,0.438,105,32,8,0,2,15,16,11,20,1,1,4,1
Last3,"Monterroso, Lawrence",ROME,29,2B,ML,318,0.28999999999999998,0.36699999999999999,0.42399999999999999,1097,318,48,6,29,136,147,134,338,2,3,33,3
Last3,"Montgomery, Mayday",LAKE,32,CF,ML,335,0.32900000000000001,0.41499999999999998,0.58599999999999997,1348,444,48,2,98,275,269,198,204,3,0,56,0
Last3,"Morena, Otto",TEX,31,3B,ML,329,0.30399999999999999,0.36399999999999999,0.50700000000000001,1285,391,106,5,48,202,213,121,92,0,3,42,3
Last3,"Morris, Lucien",ERIE,29,SS,ML,285,0.27600000000000002,0.32300000000000001,0.442,992,274,54,4,34,127,132,68,182,0,1,28,1
Last3,"Morris, Simon",NORW,29,1B,ML,62,0.27500000000000002,0.36199999999999999,0.42199999999999999,102,28,6,0,3,22,13,14,12,8,5,7,1
Last3,"Moxie, Maxx",SUGR,27,3B,ML,183,0.27100000000000002,0.33500000000000002,0.496,669,181,32,4,37,102,116,65,129,1,0,16,0
Last3,"Murakami, Munetaka",RICH,26,3B,ML,299,0.314,0.34100000000000003,0.49399999999999999,1155,363,85,4,38,176,162,47,134,14,8,58,4
Last3,"Murray, Maximilian",ELP,26,C,ML,330,0.27700000000000002,0.33200000000000002,0.45,1204,333,44,6,51,189,181,100,312,32,26,31,2
Last3,"Murrish, Lowell",FRIS,32,SS,ML,335,0.27,0.35399999999999998,0.42099999999999999,1202,325,57,2,40,206,182,155,157,34,18,51,1
Last3,"Naomi, Kyrie",MIDL,32,RF,ML,328,0.32,0.38700000000000001,0.505,1253,401,106,3,40,234,178,136,146,2,4,38,3
Last3,"Newman, L.O.",PORT,27,C,ML,199,0.27500000000000002,0.30399999999999999,0.35599999999999998,357,98,9,4,4,47,41,15,33,0,0,19,0
Last3,"Nieland, Alfonso",EDMO,25,CF,ML,38,0.3,0.33300000000000002,0.42899999999999999,140,42,6,3,2,21,20,7,12,13,4,3,0
Last3,"Nienaber, Edmundo",SCRN,29,3B,ML,276,0.247,0.34899999999999998,0.39400000000000002,792,196,35,3,25,114,126,124,157,2,6,18,2
Last3,"Nissen, George",IDA,34,RF,ML,196,0.252,0.33700000000000002,0.44400000000000001,622,157,29,0,30,93,95,79,120,2,2,31,1
Last3,"Ogg, Harold",LAKE,21,C,ML,6,0.33300000000000002,0.375,0.4,15,5,1,0,0,2,1,1,3,0,0,0,0
Last3,"Ok, Jose",BANG,25,LF,ML,10,0.23499999999999999,0.23499999999999999,0.35299999999999998,17,4,2,0,0,0,4,0,2,0,0,1,0
Last3,"Olvera, Tom",LAKE,33,CF,ML,304,0.28599999999999998,0.39700000000000002,0.38500000000000001,1036,296,39,5,18,177,104,191,178,7,3,38,1
Last3,"Oplinger, Gary",PEOR,27,RF,ML,154,0.312,0.42499999999999999,0.47299999999999998,509,159,27,5,15,91,75,100,76,0,7,29,5
Last3,"Outlaw, Dan",RICH,30,CF,ML,334,0.28299999999999997,0.35199999999999998,0.54900000000000004,1286,364,76,4,86,220,246,136,321,0,2,27,2
Last3,"Padilla, Joe",SCRN,34,1B,ML,243,0.23,0.29099999999999998,0.30499999999999999,897,206,32,3,10,86,85,78,121,0,0,20,0
Last3,"Paquin, Sol",CASP,27,1B,ML,260,0.30099999999999999,0.37,0.41699999999999998,927,279,40,7,18,115,122,101,163,1,2,38,1
Last3,"Parker, Rene",LAKE,29,2B,ML,278,0.28499999999999998,0.35299999999999998,0.47099999999999997,1048,299,49,4,46,155,163,110,235,0,0,32,0
Last3,"Pasha, Brandon",ALTO,33,1B,ML,331,0.27300000000000002,0.33100000000000002,0.42399999999999999,1341,366,59,1,47,168,226,116,186,1,2,51,2
Last3,"Peck, Dean",SCRN,31,C,ML,285,0.32300000000000001,0.34200000000000003,0.441,937,303,39,7,19,118,89,27,42,1,2,29,1
Last3,"Peeples, Ed",WISC,28,C,ML,325,0.33400000000000002,0.44500000000000001,0.56899999999999995,1192,398,88,3,62,242,228,238,210,1,3,35,3
Last3,"Pendry, Brenton",WISC,36,1B,ML,335,0.28799999999999998,0.36,0.49299999999999999,1268,365,60,1,66,190,241,143,277,0,2,41,2
Last3,"Pennant, George",NORW,26,SS,ML,195,0.318,0.38700000000000001,0.50900000000000001,800,254,65,20,16,139,95,91,159,5,4,30,2
Last3,"Peralto, Sung",AUCK,24,SS,ML,46,0.34,0.36699999999999999,0.55300000000000005,141,48,10,1,6,28,42,6,25,9,5,4,0
Last3,"Perry, John",ROME,27,2B,ML,337,0.28699999999999998,0.34100000000000003,0.42399999999999999,1270,365,78,13,23,178,152,104,266,4,2,58,2
Last3,"Peterson, Chubbs",MAIN,24,RF,ML,32,0.33100000000000002,0.38800000000000001,0.40699999999999997,118,39,6,0,1,14,14,11,10,0,2,2,1
Last3,"Pickelsimer, Logan",MIDL,34,LF,ML,301,0.28199999999999997,0.32300000000000001,0.40600000000000003,1160,327,83,8,15,148,149,70,145,1,1,65,1
Last3,"Pierotti, Ben",MAIN,29,RF,ML,6,0.33300000000000002,0.46700000000000003,0.58299999999999996,12,4,0,0,1,2,4,3,3,0,0,1,0
Last3,"Pinder, Clifford",BANG,27,RF,ML,43,0.313,0.378,0.433,67,21,4,2,0,10,5,7,9,0,0,0,0
Last3,"Placencia, Jordan",FRIS,25,3B,ML,5,0,0.1,0,9,0,0,0,0,0,1,1,1,0,0,0,0
Last3,"Pollard, Carlos",RICH,30,3B,ML,273,0.28499999999999998,0.33400000000000002,0.48099999999999998,599,171,15,3,32,95,103,44,164,8,17,23,4
Last3,"Pora, Jim",ERIE,27,RF,ML,78,0.26300000000000001,0.307,0.434,205,54,10,2,7,30,33,13,51,0,1,8,1
Last3,"Porter, Ham",PORT,29,C,ML,320,0.27200000000000002,0.36399999999999999,0.52700000000000002,1183,322,41,1,86,183,255,170,238,0,0,51,0
Last3,"Porth, Bob",MAIN,30,1B,ML,320,0.34,0.39800000000000002,0.42899999999999999,1068,363,50,6,11,173,108,103,61,47,36,37,2
Last3,"Press, Tomas",PORT,25,RF,ML,23,0.28599999999999998,0.35199999999999998,0.53100000000000003,49,14,1,1,3,9,7,5,14,0,1,1,0
Last3,"Price, Manuel",CASP,24,3B,ML,18,0.38500000000000001,0.42899999999999999,0.61499999999999999,13,5,0,0,1,1,6,1,0,0,0,0,0
Last3,"Pufnstuf, H.R.",FRIS,35,RF,ML,298,0.28699999999999998,0.379,0.46200000000000002,1055,303,52,9,38,186,166,156,198,0,2,37,2
Last3,"Quintanilla, Jason",FRIS,23,CF,ML,23,0.20499999999999999,0.26300000000000001,0.29499999999999998,88,18,5,0,1,8,12,7,10,0,1,3,1
Last3,"Quinto, Marsh",CASP,26,C,ML,311,0.25600000000000001,0.30099999999999999,0.38800000000000001,1010,259,41,4,28,126,126,65,95,1,3,20,0
Last3,"Rawls, Toots",OKC,31,3B,ML,331,0.318,0.38100000000000001,0.54700000000000004,1275,405,48,8,76,211,229,131,178,1,4,37,3
Last3,"Ray, Irv",DAY,30,2B,ML,343,0.313,0.35,0.47099999999999997,1435,449,92,0,45,194,216,82,76,2,1,70,1
Last3,"Redmond, Bill",CHES,30,CF,ML,265,0.249,0.29699999999999999,0.32500000000000001,366,91,12,2,4,47,36,25,30,14,4,12,0
Last3,"Reeve, Eric",OMA,32,C,ML,338,0.23899999999999999,0.32500000000000001,0.44600000000000001,1233,295,56,2,65,208,227,156,313,1,4,46,3
Last3,"Rice, Andrew",CHES,39,2B,ML,244,0.28000000000000003,0.34499999999999997,0.438,838,235,40,1,30,124,112,82,113,0,0,31,0
Last3,"Rice, Antonio",FRIS,29,3B,ML,188,0.27700000000000002,0.33800000000000002,0.44700000000000001,566,157,36,0,20,83,80,52,94,0,1,18,1
Last3,"Richard, Rich",PORT,33,2B,ML,331,0.28699999999999998,0.36699999999999999,0.47899999999999998,1221,351,46,1,62,197,205,153,200,0,2,48,2
Last3,"Richards, Roy",PEOR,26,C,ML,72,0.251,0.26700000000000002,0.35499999999999998,231,58,15,0,3,23,19,5,14,1,1,17,1
Last3,"Riggleman, Gary",LAKE,30,C,ML,300,0.26300000000000001,0.33,0.35,822,216,37,1,11,110,95,82,100,3,6,29,4
Last3,"Rivera, Mike",CASP,31,1B,ML,217,0.32,0.34899999999999998,0.45600000000000002,822,263,55,3,17,128,79,37,52,1,2,42,2
Last3,"Robinson, Raul",FRIS,35,C,ML,144,0.21299999999999999,0.29799999999999999,0.36199999999999999,431,92,9,2,17,53,42,52,107,0,2,12,2
Last3,"Rowley, Charles",SCRN,30,2B,ML,300,0.26800000000000002,0.32800000000000001,0.442,1007,270,48,8,37,134,145,89,223,0,1,43,1
Last3,"Rudel, Richard",ROCK,28,RF,ML,151,0.29299999999999998,0.34699999999999998,0.38,242,71,7,1,4,36,26,20,23,9,6,14,1
Last3,"Rudolph, Heath",CASP,34,1B,ML,234,0.28599999999999998,0.35399999999999998,0.38700000000000001,770,220,36,3,12,99,102,81,103,0,1,37,1
Last3,"Ruel, Muddy",ROCK,32,3B,ML,342,0.3,0.374,0.48899999999999999,1271,381,67,6,54,196,224,150,207,0,4,45,4
Last3,"Ruelas, Samuel",TEX,36,LF,ML,337,0.311,0.379,0.48699999999999999,1158,360,51,6,47,174,202,128,132,1,4,35,1
Last3,"Ruiz, Pedro",CASP,24,2B,ML,83,0.26300000000000001,0.32200000000000001,0.38700000000000001,243,64,7,1,7,34,26,21,36,0,1,4,1
Last3,"Ruppel, Kyle",ROCK,35,C,ML,310,0.27,0.36299999999999999,0.53400000000000003,1055,285,32,0,82,180,191,153,268,0,0,24,0
Last3,"Ryder, Jesse",AUCK,29,1B,ML,331,0.317,0.38500000000000001,0.57299999999999995,1342,425,101,3,79,246,292,150,295,2,5,67,3
Last3,"Ryerson, Ned",FRIS,35,1B,ML,323,0.30399999999999999,0.40400000000000003,0.47899999999999998,1158,352,41,3,52,204,187,194,186,0,2,43,2
Last3,"Sadler, Benito",WISC,37,3B,ML,282,0.27300000000000002,0.33,0.42799999999999999,1099,300,36,4,42,167,156,94,129,0,5,42,4
Last3,"Salazar, Pedro",CHES,27,1B,ML,329,0.318,0.36299999999999999,0.56999999999999995,1380,439,119,14,67,237,265,97,214,0,0,49,0
Last3,"Sanchez, Roger",ROCK,32,1B,ML,337,0.33400000000000002,0.38900000000000001,0.60699999999999998,1278,427,91,12,78,225,282,114,176,0,2,53,2
Last3,"Sanderman, Will",OMA,31,LF,ML,280,0.30199999999999999,0.36299999999999999,0.46700000000000003,1033,312,54,7,34,137,165,98,144,0,1,44,1
Last3,"Sanders, Jose",ELP,29,3B,ML,265,0.30199999999999999,0.379,0.39900000000000002,953,288,48,4,12,118,116,118,91,0,3,58,2
Last3,"Schindler, Jimmy",ALTO,35,SS,ML,330,0.307,0.35399999999999998,0.437,1184,363,74,10,20,164,168,87,176,0,0,38,0
Last3,"Scott, Dave",BANG,28,CF,ML,340,0.315,0.35099999999999998,0.51700000000000002,1341,422,83,7,58,230,224,74,219,40,23,34,3
Last3,"Scott, Rogelio",NORW,25,3B,ML,150,0.309,0.35099999999999998,0.40400000000000003,230,71,17,1,1,36,27,15,24,9,10,6,0
Last3,"Seay, Jim",AUCK,29,3B,ML,140,0.29599999999999999,0.32100000000000001,0.34799999999999998,135,40,5,1,0,30,16,5,13,12,7,1,1
