Period,Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
LastYear,"Walker, Jason",DAY,30,3B,ML,156,0.30099999999999999,0.36099999999999999,0.40899999999999997,635,191,46,4,5,102,67,60,49,0,1,26,1
LastYear,"Wall, Truman",DAY,33,1B,ML,150,0.28899999999999998,0.33200000000000002,0.45800000000000002,515,149,26,2,19,82,85,33,64,0,0,19,0
LastYear,"Ward, Eugene",CASP,28,3B,ML,152,0.29699999999999999,0.36699999999999999,0.51300000000000001,546,162,33,5,25,82,89,61,113,2,1,25,1
LastYear,"Watney, Mark",NORW,37,3B,ML,150,0.253,0.35099999999999998,0.36499999999999999,554,140,34,2,8,91,60,84,127,1,0,18,0
LastYear,"Waynick, Jason",DAY,26,LF,ML,39,0.24099999999999999,0.3,0.30099999999999999,83,20,5,0,0,8,5,7,12,0,0,3,0
LastYear,"Weast, Ivan",OKC,35,C,ML,58,0.27800000000000002,0.35499999999999998,0.377,151,42,7,1,2,19,20,18,11,0,0,7,0
LastYear,"Webb, Marcus",LOUI,34,LF,ML,156,0.28399999999999997,0.40400000000000003,0.42,567,161,15,1,20,106,83,114,91,0,0,19,0
LastYear,"Weber, Potsie",MAIN,25,3B,ML,155,0.30399999999999999,0.36399999999999999,0.45600000000000002,550,167,39,3,13,78,78,52,73,1,3,20,3
LastYear,"Wellings Jr, Jason",CHES,28,CF,ML,158,0.32700000000000001,0.35499999999999998,0.50800000000000001,535,175,31,3,20,94,69,23,96,21,10,16,0
LastYear,"Wilbur, Tim",MAIN,26,3B,ML,7,0.3,0.3,0.6,10,3,0,0,1,3,3,0,2,1,0,1,0
LastYear,"Wilkerson, Paul",SF,28,CF,ML,152,0.35699999999999998,0.39500000000000002,0.49099999999999999,554,198,50,3,6,80,71,34,68,1,0,24,0
LastYear,"Willey, Jess",LOUI,31,RF,ML,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LastYear,"Williams, Duncan",OKC,26,SS,ML,89,0.24399999999999999,0.29499999999999998,0.34799999999999998,164,40,6,1,3,17,24,12,13,0,0,8,0
LastYear,"Wilson, Woody",PORT,30,1B,ML,154,0.29599999999999999,0.36699999999999999,0.48799999999999999,594,176,21,0,31,86,120,66,64,0,2,35,2
LastYear,"Wood, Andre",LOUI,24,C,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LastYear,"Woodall, Fern",WISC,26,LF,ML,154,0.25800000000000001,0.33800000000000002,0.42599999999999999,535,138,15,3,23,84,66,65,93,0,1,18,1
LastYear,"Woodcock, Don",SUGR,28,RF,ML,159,0.32700000000000001,0.38100000000000001,0.57999999999999996,636,208,59,0,34,123,130,55,122,5,2,20,1
LastYear,"Worsell, Bill",ELP,30,1B,ML,147,0.318,0.38200000000000001,0.53300000000000003,493,157,28,3,24,81,99,51,45,0,1,12,1
LastYear,"Yates, Shawn",LAKE,35,SS,ML,157,0.32200000000000001,0.376,0.36199999999999999,608,196,16,1,2,82,56,52,67,20,15,7,1
LastYear,"Yoes, Fred",SUGR,33,C,ML,150,0.29199999999999998,0.34,0.39900000000000002,579,169,15,1,15,87,82,42,84,1,1,25,0
LastYear,"Yoon, Paul",TEX,36,1B,ML,153,0.32500000000000001,0.36799999999999999,0.46800000000000003,590,192,40,1,14,81,81,40,64,0,1,12,1
LastYear,"Zavalza, Cecil",ERIE,28,RF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current,"Aaron, Roger",SUGR,32,CF,ML,14,0.379,0.47099999999999997,0.44800000000000001,29,11,2,0,0,2,5,5,1,0,0,0,0
Current,"Aarons, Mal",DAY,27,1B,ML,27,0.29199999999999998,0.34799999999999998,0.49099999999999999,106,31,6,0,5,14,17,9,25,0,0,4,0
Current,"Acedo, George",AUCK,33,RF,ML,26,0.19800000000000001,0.26300000000000001,0.23100000000000001,91,18,0,0,1,11,12,8,29,0,0,2,0
Current,"Adams, Alvin",ERIE,28,1B,ML,26,0.28399999999999997,0.33,0.43099999999999999,102,29,6,0,3,14,14,7,16,0,0,7,0
Current,"Ahmed, Lucas",RICH,27,2B,ML,12,0.13500000000000001,0.22,0.216,37,5,3,0,0,4,1,4,9,0,0,1,0
Current,"Alaniz, Robert",IDA,28,2B,ML,25,0.40699999999999997,0.46100000000000002,0.57999999999999996,81,33,8,0,2,18,14,8,10,0,1,2,1
Current,"Allen, Barry",AUCK,29,1B,ML,26,0.33,0.376,0.41299999999999998,109,36,4,1,1,18,8,8,6,0,1,5,1
Current,"Allen, Zan",OMA,28,CF,ML,26,0.314,0.433,0.69499999999999995,105,33,13,0,9,22,20,22,11,0,0,2,0
Current,"Aly, Bryant",SF,33,LF,ML,23,0.28399999999999997,0.34599999999999997,0.311,74,21,2,0,0,8,6,7,13,0,0,1,0
Current,"Ames, Charlie",ROCK,32,SS,ML,25,0.19800000000000001,0.26300000000000001,0.28599999999999998,91,18,2,0,2,11,6,8,18,0,0,3,0
Current,"Anderson, Arnold",RICH,26,3B,ML,25,0.29099999999999998,0.32200000000000001,0.373,110,32,6,0,1,16,6,5,16,1,1,3,0
Current,"Anderson, Rich",WISC,30,RF,ML,14,0.25,0.29399999999999998,0.313,16,4,1,0,0,2,1,1,4,0,0,1,0
Current,"Angelo, Ed",DAY,26,1B,ML,9,0.27600000000000002,0.36399999999999999,0.41399999999999998,29,8,1,0,1,6,5,4,4,0,0,2,0
Current,"Arrowsmith, Rich",IDA,32,1B,ML,5,0.23799999999999999,0.30399999999999999,0.47599999999999998,21,5,2,0,1,4,4,2,4,0,0,0,0
Current,"Ashley, Gilbert",ROCK,30,C,ML,9,0.375,0.47399999999999998,0.56299999999999994,16,6,0,0,1,3,3,3,2,0,0,1,0
Current,"Au, Larry",IDA,27,3B,ML,12,0.35599999999999998,0.38300000000000001,0.53300000000000003,45,16,3,1,1,10,8,2,2,0,0,4,0
Current,"Austin, Ed",LV,32,C,ML,24,0.245,0.28299999999999997,0.41499999999999998,94,23,1,0,5,14,13,5,25,0,1,4,1
Current,"Avans, Jeremy",OMA,32,2B,ML,8,0.28599999999999998,0.44400000000000001,0.33300000000000002,21,6,1,0,0,6,3,6,1,0,0,1,0
Current,"Averhart, Joseph",PEOR,25,CF,ML,2,0.33300000000000002,0.33300000000000002,0.33300000000000002,3,1,0,0,0,1,1,0,1,0,0,0,0
Current,"Bachman, Randy",MAIN,31,C,ML,15,0.28100000000000003,0.378,0.313,32,9,1,0,0,3,2,5,9,0,0,0,0
Current,"Badman, Tracy",LV,39,SS,ML,15,0.17100000000000001,0.25600000000000001,0.34300000000000003,35,6,0,0,2,6,4,4,9,0,0,0,0
Current,"Baker, Rube",ALTO,37,C,ML,24,0.35499999999999998,0.41699999999999998,0.46200000000000002,93,33,8,1,0,25,12,10,7,0,0,1,0
Current,"Barnes, Clifford",RICH,27,1B,ML,14,0.625,0.625,1.375,8,5,0,0,2,3,6,0,2,0,1,0,0
Current,"Bartley, Alton",SCRN,24,1B,ML,21,0.26,0.35699999999999998,0.38400000000000001,73,19,0,0,3,11,6,11,12,0,0,3,0
Current,"Barton, Mathew",ELP,30,CF,ML,26,0.315,0.39600000000000002,0.39300000000000002,89,28,1,0,2,12,18,12,15,0,0,4,0
Current,"Bazemore, Bob",LV,37,LF,ML,7,0.26300000000000001,0.36399999999999999,0.57899999999999996,19,5,0,0,2,3,8,3,6,0,0,0,0
Current,"Because, Justin",ROCK,23,LF,ML,25,0.28399999999999997,0.36399999999999999,0.379,95,27,3,0,2,14,16,12,12,3,4,3,1
Current,"Beckstrand, Mike",SCRN,31,1B,ML,13,0.45900000000000002,0.47399999999999998,0.67600000000000005,37,17,3,1,1,6,7,1,3,0,0,3,0
Current,"Beeks, Harry",BANG,31,C,ML,26,0.223,0.29099999999999998,0.29799999999999999,94,21,1,0,2,9,11,9,12,0,0,2,0
Current,"Beers, Scott",MAHO,27,CF,ML,26,0.28000000000000003,0.35699999999999998,0.45,100,28,8,0,3,20,14,12,23,0,0,3,0
Current,"Belcher, Gene",LV,32,1B,ML,25,0.316,0.35,0.46300000000000002,95,30,11,0,1,13,15,5,21,0,0,2,0
Current,"Benites, Deni",BANG,22,CF,ML,25,0.24199999999999999,0.29899999999999999,0.40400000000000003,99,24,4,0,4,13,14,8,19,0,0,4,0
Current,"Bennett, Thomas",PEOR,25,SS,ML,23,0.29399999999999998,0.34100000000000003,0.45900000000000002,85,25,5,0,3,7,18,6,20,0,1,4,1
Current,"Berkshire, Gary",LAKE,24,1B,ML,25,0.21199999999999999,0.28000000000000003,0.41199999999999998,85,18,4,2,3,14,7,8,11,0,1,6,1
Current,"Bert, Qarl",BANG,27,C,ML,14,0.17100000000000001,0.19,0.22,41,7,0,1,0,2,1,1,8,0,0,4,0
Current,"Bessette, Joe",PORT,31,RF,ML,24,0.27200000000000002,0.316,0.34799999999999998,92,25,4,0,1,8,7,6,17,1,2,2,0
Current,"Bezak, Willie",LAKE,28,2B,ML,13,0.27800000000000002,0.35,0.5,18,5,1,0,1,4,7,2,0,0,0,0,0
Current,"Bindrup, Joe",NORW,27,SS,ML,18,0.29599999999999999,0.40600000000000003,0.33300000000000002,27,8,1,0,0,4,1,5,1,0,0,1,0
Current,"Black, Duane",ALTO,27,LF,ML,25,0.32700000000000001,0.36799999999999999,0.47299999999999998,110,36,7,0,3,19,24,7,10,6,1,2,0
Current,"Blair, Jerry",MAIN,32,RF,ML,26,0.32700000000000001,0.36699999999999999,0.496,113,37,7,0,4,19,15,7,11,0,1,11,0
Current,"Bloodworth, Regan",FRIS,30,CF,ML,25,0.25600000000000001,0.28699999999999998,0.28899999999999998,90,23,3,0,0,10,4,4,2,2,2,3,0
Current,"Blue, Dawson",MIDL,24,3B,ML,25,0.30599999999999999,0.376,0.42899999999999999,98,30,2,2,2,16,13,11,18,11,2,2,0
Current,"Boettger, Calvin",WISC,26,LF,ML,8,0.125,0.17599999999999999,0.188,16,2,1,0,0,1,0,1,1,0,0,0,0
Current,"Bonilla, Bobby",CHES,26,RF,ML,26,0.29299999999999998,0.32700000000000001,0.45500000000000002,99,29,4,0,4,12,15,5,14,0,0,2,0
Current,"Bothan, Beefy",AUCK,24,C,ML,24,0.32500000000000001,0.372,0.56299999999999994,80,26,4,0,5,20,12,6,11,0,0,1,0
Current,"Bothans, Manny",NORW,24,C,ML,24,0.22500000000000001,0.32400000000000001,0.40400000000000003,89,20,7,0,3,15,14,13,25,1,0,0,0
Current,"Boyd, Earl",AUCK,34,LF,ML,21,0.33300000000000002,0.40699999999999997,0.47199999999999998,72,24,8,1,0,10,11,9,4,0,0,1,0
Current,"Brattain, Julius",PEOR,25,LF,ML,25,0.38,0.46200000000000002,0.47799999999999998,92,35,6,0,1,18,8,14,14,6,3,3,0
Current,"Bride, Jose",CHES,31,LF,ML,26,0.28699999999999998,0.35,0.5,94,27,5,0,5,15,17,9,15,0,0,3,0
Current,"Brittain, Darryl",LOUI,26,1B,ML,26,0.33300000000000002,0.38600000000000001,0.59,105,35,3,0,8,21,19,9,26,0,0,6,0
Current,"Brock, John",LV,25,CF,ML,25,0.223,0.28399999999999997,0.31900000000000001,94,21,6,0,1,9,8,8,13,0,0,3,0
Current,"Brosnahan, Louis",LAKE,34,LF,ML,22,0.29099999999999998,0.36399999999999999,0.39200000000000002,79,23,3,1,1,13,14,9,2,0,2,3,1
Current,"Brown, Ed",ROME,31,LF,ML,24,0.13500000000000001,0.22,0.13500000000000001,37,5,0,0,0,3,2,4,9,0,0,2,0
Current,"Brown, Sol",ELP,31,3B,ML,11,0.152,0.317,0.24199999999999999,33,5,0,0,1,4,2,8,5,0,0,1,0
Current,"Bult, Warren",PORT,26,SS,ML,19,0.26300000000000001,0.3,0.26300000000000001,19,5,0,0,0,3,3,1,0,4,0,0,0
Current,"Burgess, Mike",OMA,28,1B,ML,10,0,0.33300000000000002,0,4,0,0,0,0,0,1,2,2,0,0,0,0
Current,"Burk, Roderick",SUGR,30,RF,ML,3,0,0.28599999999999998,0,5,0,0,0,0,2,0,2,0,0,0,0,0
Current,"Burns, Ed",PORT,29,SS,ML,24,0.33,0.42199999999999999,0.54300000000000004,94,31,8,0,4,16,20,15,5,0,2,4,2
Current,"Busch, Bullet Joe",MAIN,35,SS,ML,26,0.308,0.40699999999999997,0.47399999999999998,78,24,1,0,4,13,15,13,20,2,2,4,0
Current,"Bush, Jeffrey",ALTO,27,LF,ML,17,0.158,0.30399999999999999,0.26300000000000001,19,3,2,0,0,1,1,4,6,0,0,0,0
Current,"Byrd, Cedric",RICH,33,1B,ML,23,0.25800000000000001,0.28999999999999998,0.32600000000000001,89,23,3,0,1,7,12,4,10,0,0,5,0
Current,"Caesar, Julius",AUCK,25,CF,ML,25,0.32300000000000001,0.376,0.54800000000000004,93,30,3,0,6,23,18,8,14,2,3,2,0
Current,"Canada, Kendall",TEX,35,2B,ML,25,0.33600000000000002,0.38,0.35399999999999998,113,38,2,0,0,24,8,8,5,0,0,6,0
Current,"Carrillo, Gary",BANG,27,3B,ML,20,0.30599999999999999,0.317,0.53200000000000003,62,19,5,0,3,7,14,1,10,1,1,3,1
Current,"Carson, Douglas",ALTO,30,1B,ML,18,0.23599999999999999,0.29499999999999998,0.31900000000000001,72,17,3,0,1,8,8,6,15,0,0,3,0
Current,"Carvalho, Jim",LOUI,27,SS,ML,15,0.38500000000000001,0.48399999999999999,1.1539999999999999,26,10,2,0,6,9,10,5,5,0,0,1,0
Current,"Cerecedes, Damon",ROCK,27,RF,ML,25,0.317,0.39100000000000001,0.45100000000000001,82,26,2,0,3,9,14,10,8,0,0,4,0
Current,"Chan, Clifford",LOUI,25,C,ML,22,0.28899999999999998,0.36499999999999999,0.40799999999999997,76,22,3,0,2,12,6,9,8,1,0,1,0
Current,"Chester, Boyd",MAHO,28,CF,ML,22,0.31900000000000001,0.373,0.51100000000000001,94,30,3,0,5,17,20,8,14,0,0,4,0
Current,"Chitwood, Kenneth",TEX,36,C,ML,10,0.28599999999999998,0.28599999999999998,0.42899999999999999,14,4,2,0,0,0,0,0,0,0,0,2,0
Current,"Clark, Ronnie",RICH,27,C,ML,24,0.26500000000000001,0.315,0.38600000000000001,83,22,4,0,2,9,6,6,25,0,0,3,0
Current,"Cohenour, Jeffrey",EDMO,27,SS,ML,21,0.32100000000000001,0.39,0.35799999999999998,53,17,2,0,0,7,8,6,7,5,5,3,1
Current,"Cole, Zach",TEX,33,RF,ML,2,0,0,0,5,0,0,0,0,0,0,0,2,0,0,1,0
Current,"Colter, Toots",MAHO,31,SS,ML,23,0.29599999999999999,0.30499999999999999,0.32100000000000001,81,24,2,0,0,13,6,1,7,0,0,0,0
Current,"Cort, Eric",TEX,33,C,ML,24,0.32200000000000001,0.35799999999999998,0.41099999999999998,90,29,3,1,1,10,14,5,12,0,3,3,1
Current,"Creel, John",AUCK,30,SS,ML,19,0.31,0.39400000000000002,0.31,29,9,0,0,0,3,8,4,3,0,0,0,0
Current,"Crisp, Reuben (65)",ELP,26,SS,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current,"Da Souza, Harry",MAIN,26,LF,ML,26,0.26800000000000002,0.311,0.433,97,26,5,1,3,14,14,6,8,5,3,2,0
Current,"Darensbourg, Chad",EDMO,29,2B,ML,26,0.32700000000000001,0.36399999999999999,0.375,104,34,2,0,1,14,9,6,8,11,6,1,0
Current,"Darnley, Joe",WISC,33,SS,ML,26,0.221,0.23699999999999999,0.30499999999999999,95,21,6,1,0,14,10,2,9,0,0,6,0
Current,"Deacon, Delbert",SUGR,26,LF,ML,26,0.36499999999999999,0.41599999999999998,0.48099999999999998,104,38,9,0,1,16,13,9,7,1,1,5,0
Current,"Delacruz, Barry",SF,31,RF,ML,26,0.248,0.36299999999999999,0.371,105,26,4,0,3,19,14,19,22,0,0,2,0
Current,"Depass, Mark",PORT,25,1B,ML,24,0.318,0.36299999999999999,0.48199999999999998,85,27,5,0,3,12,11,6,23,0,0,2,0
Current,"Disbrow, Dennis",MIDL,26,C,ML,14,0.5,0.57099999999999995,0.61099999999999999,18,9,0,1,0,5,3,3,0,0,1,0,0
Current,"Do-Right, Studley",PORT,22,RF,ML,24,0.32600000000000001,0.38500000000000001,0.621,95,31,7,0,7,13,26,9,8,1,1,4,0
Current,"Doe, John",ROME,26,LF,ML,26,0.26100000000000001,0.28599999999999998,0.40899999999999997,88,23,4,0,3,14,6,3,13,5,2,0,0
Current,"Dombkowski, Marshall",WISC,29,RF,ML,26,0.34,0.41799999999999998,0.54600000000000004,97,33,8,0,4,17,22,13,17,0,0,3,0
Current,"Dowless, Robbie",ROME,25,SS,ML,26,0.27700000000000002,0.31,0.42199999999999999,83,23,7,1,1,7,10,4,20,0,0,4,0
Current,"Drake, Eli",ROCK,24,SS,ML,24,0.27,0.36299999999999999,0.47199999999999998,89,24,3,0,5,13,16,13,15,0,0,3,0
Current,"Drake, Nathaniel",ERIE,27,2B,ML,16,0.25600000000000001,0.29299999999999998,0.35899999999999999,39,10,4,0,0,3,5,2,10,0,0,0,0
Current,"Dudding, Joshua",OKC,33,CF,ML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current,"During, Juan",PORT,31,CF,ML,24,0.253,0.29799999999999999,0.38,79,20,7,0,1,12,6,5,8,7,1,4,0
Current,"Duryee, Marv",EDMO,30,1B,ML,26,0.28199999999999997,0.35099999999999998,0.46600000000000003,103,29,7,0,4,13,21,11,15,0,0,2,0
Current,"Echeverri, Chris",LOUI,24,LF,ML,20,0.26200000000000001,0.34,0.46400000000000002,84,22,3,1,4,13,8,10,14,1,1,2,1
Current,"Edie, Mikey",IDA,33,CF,ML,25,0.28100000000000003,0.39,0.41599999999999998,89,25,3,0,3,18,10,16,8,3,2,1,0
Current,"Edwards, Tallen",MIDL,28,C,ML,24,0.22800000000000001,0.247,0.29099999999999998,79,18,3,1,0,4,4,2,15,1,2,4,0
Current,"Eggleston, Angel",ROME,28,1B,ML,22,0.32,0.39300000000000002,0.42699999999999999,75,24,2,0,2,12,8,9,6,2,0,4,0
Current,"Elwood, John",BANG,29,CF,ML,4,0.42899999999999999,0.5,0.71399999999999997,14,6,1,0,1,4,2,2,3,0,0,0,0
Current,"Ernstes, Arnold",PEOR,27,LF,ML,23,0.26600000000000001,0.29299999999999998,0.46800000000000003,79,21,5,1,3,12,10,3,6,0,0,3,0
Current,"Essman, Cody",EDMO,26,LF,ML,5,0.5,0.55600000000000005,0.625,8,4,1,0,0,0,2,1,0,0,0,0,0
Current,"Eveland, Matthew",ERIE,32,CF,ML,13,0.316,0.45800000000000002,0.42099999999999999,19,6,2,0,0,7,0,5,1,0,0,1,0
Current,"Fackler, Matthew",SUGR,26,2B,ML,26,0.26100000000000001,0.33700000000000002,0.47699999999999998,88,23,4,0,5,16,18,10,10,0,0,3,0
Current,"Farmer, Hayden",IDA,26,CF,ML,24,0.27,0.311,0.52,100,27,4,0,7,14,23,6,15,0,1,7,0
Current,"Felino, Gino",LV,25,1B,ML,25,0.375,0.40600000000000003,0.55200000000000005,96,36,8,0,3,11,10,5,9,0,0,4,0
Current,"Feoli, Mark",CHES,27,1B,ML,9,0.26900000000000002,0.36699999999999999,0.308,26,7,1,0,0,1,2,4,4,0,0,2,0
Current,"Fernandez, Paul",LOUI,27,LF,ML,26,0.27,0.33,0.55100000000000005,89,24,4,0,7,10,18,8,17,0,0,5,0
Current,"Fillmore, Joe",SCRN,26,C,ML,5,0.154,0.214,0.23100000000000001,13,2,1,0,0,1,0,1,1,0,0,2,0
Current,"Fleece, Jason",OKC,25,LF,ML,23,0.29499999999999998,0.38900000000000001,0.46200000000000002,78,23,7,0,2,15,11,12,8,0,1,1,1
Current,"Flynn, Joe",SF,29,SS,ML,27,0.27300000000000002,0.33800000000000002,0.51200000000000001,121,33,8,0,7,22,19,12,19,0,0,3,0
Current,"Foreman, Red",MAIN,38,3B,ML,12,0.24,0.29599999999999999,0.4,25,6,1,0,1,4,3,2,6,0,0,2,0
Current,"Forseth, John",WISC,32,C,ML,25,0.26400000000000001,0.29099999999999998,0.434,106,28,6,0,4,16,12,4,9,1,1,5,0
Current,"Foster, Timmy",MAHO,34,3B,ML,26,0.32,0.38300000000000001,0.629,97,31,7,1,7,20,16,10,15,0,1,1,0
Current,"Fox, Kerry",PEOR,26,LF,ML,18,0.23499999999999999,0.23499999999999999,0.38200000000000001,68,16,0,2,2,7,5,0,13,0,0,5,0
Current,"Fox, Sophocles",ELP,36,RF,ML,26,0.28299999999999997,0.372,0.39400000000000002,99,28,5,0,2,16,8,14,17,0,1,3,1
Current,"Frack, Teddy",LV,23,CF,ML,9,0.214,0.214,0.214,14,3,0,0,0,0,0,0,2,0,0,0,0
Current,"Franklin, Bill",MAHO,34,SS,ML,8,0.27300000000000002,0.314,0.30299999999999999,33,9,1,0,0,4,3,2,4,0,0,0,0
Current,"Fremont, Michael",SUGR,34,2B,ML,26,0.35,0.35,0.57299999999999995,103,36,6,1,5,20,23,0,11,1,3,3,1
Current,"Froman, Abe",CASP,28,LF,ML,24,0.26500000000000001,0.32700000000000001,0.439,98,26,5,0,4,8,16,9,5,0,0,2,0
Current,"Fuhriman, Dallas",OKC,27,RF,ML,23,0.26700000000000002,0.32700000000000001,0.53300000000000003,90,24,3,0,7,19,24,8,17,0,0,0,0
Current,"Fung, Ben",MIDL,32,3B,ML,16,0.31900000000000001,0.38500000000000001,0.59599999999999997,47,15,3,2,2,12,10,5,7,0,0,0,0
Current,"Funk, Flash",ROCK,26,CF,ML,25,0.24,0.29499999999999998,0.308,104,25,3,2,0,14,7,8,4,12,1,9,0
Current,"Furniss, Darrell",OMA,27,3B,ML,25,0.3,0.38200000000000001,0.5,90,27,0,0,6,16,13,12,14,0,0,5,0
Current,"Gabourel, Buck",SCRN,31,2B,ML,7,0.27800000000000002,0.40899999999999997,0.44400000000000001,18,5,0,0,1,3,6,4,1,0,0,0,0
Current,"Gajewski, Kenny",MIDL,36,1B,ML,25,0.20899999999999999,0.29399999999999998,0.29699999999999999,91,19,2,0,2,14,6,11,17,0,0,5,0
Current,"Garcia, Bill",ALTO,27,1B,ML,10,0.46200000000000002,0.53300000000000003,0.53800000000000003,13,6,1,0,0,1,1,2,0,0,0,0,0
Current,"Garcia, Brandon",SCRN,27,SS,ML,26,0.189,0.28000000000000003,0.28399999999999997,95,18,0,0,3,10,9,12,22,0,0,2,0
Current,"Garron, Michael",MAHO,26,CF,ML,21,0.30299999999999999,0.35399999999999998,0.34799999999999998,89,27,4,0,0,11,7,7,13,0,0,2,0
Current,"Gaston, Willie",EDMO,30,RF,ML,11,0.33300000000000002,0.44400000000000001,0.66700000000000004,15,5,2,0,1,7,3,3,6,0,0,2,0
Current,"Gecko, Seth",CASP,30,3B,ML,24,0.35299999999999998,0.4,0.55900000000000005,102,36,6,0,5,16,21,8,4,0,0,5,0
Current,"Gentry, Mike",ROME,26,LF,ML,26,0.215,0.27,0.36599999999999999,93,20,6,1,2,12,12,7,18,2,1,2,0
Current,"Godwin, Karl",MIDL,25,2B,ML,25,0.27600000000000002,0.30399999999999999,0.439,98,27,10,0,2,7,11,4,8,0,0,3,0
Current,"Gonzalez, Dan",PEOR,28,3B,ML,25,0.25,0.26500000000000001,0.37,100,25,3,0,3,12,17,2,15,0,0,11,0
Current,"Greene, Louis",CHES,29,C,ML,24,0.219,0.24199999999999999,0.313,32,7,3,0,0,4,2,1,7,0,0,1,0
Current,"Grizzell, Curtis",RICH,31,LF,ML,25,0.26400000000000001,0.31900000000000001,0.47099999999999997,87,23,6,0,4,10,16,7,14,0,0,3,0
Current,"Gucman, Shaun",LV,34,SS,ML,25,0.28799999999999998,0.316,0.42499999999999999,73,21,4,0,2,8,8,3,9,0,0,1,0
Current,"Gugerty, Blake",WISC,25,CF,ML,26,0.32700000000000001,0.41,0.495,107,35,9,0,3,17,19,15,16,4,2,1,0
Current,"Gutierrez, Wilson",MAHO,28,CF,ML,11,0.44,0.48099999999999998,0.56000000000000005,25,11,3,0,0,7,5,2,1,0,0,2,0
Current,"Hairston, Herbert",SCRN,31,LF,ML,26,0.27900000000000003,0.33,0.32700000000000001,104,29,2,0,1,8,10,8,16,0,0,5,0
Current,"Halat, George",MIDL,30,3B,ML,26,0.32300000000000001,0.38700000000000001,0.39600000000000002,96,31,3,2,0,12,10,10,17,0,1,1,0
Current,"Hall, Brooks",CHES,27,3B,ML,26,0.27300000000000002,0.316,0.436,110,30,9,0,3,18,10,7,7,0,0,0,0
Current,"Hall, Jaime",TEX,34,RF,ML,25,0.39400000000000002,0.47199999999999998,0.66,94,37,6,2,5,25,18,14,10,0,1,4,0
Current,"Hardison, Alec",LV,35,2B,ML,17,0.19600000000000001,0.26800000000000002,0.23499999999999999,51,10,2,0,0,4,5,5,5,0,0,1,0
Current,"Hart, Owen",ROCK,26,2B,ML,25,0.26900000000000002,0.38700000000000001,0.45200000000000001,93,25,5,0,4,20,9,18,18,0,1,4,1
Current,"Havens, Bob",AUCK,25,1B,ML,5,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0
Current,"Hearn, Scott",SF,26,C,ML,2,0.4,0.4,0.6,5,2,1,0,0,2,0,0,0,0,0,0,0
Current,"Hegstad, Terrance",DAY,33,LF,ML,27,0.29699999999999999,0.35499999999999998,0.42599999999999999,101,30,5,1,2,13,9,9,7,1,0,3,0
Current,"Henderson, Montgomery",MIDL,26,3B,ML,26,0.308,0.35699999999999998,0.439,107,33,6,1,2,9,18,8,12,0,1,3,0
Current,"Henderson, Trey",LAKE,30,SS,ML,24,0.26400000000000001,0.38500000000000001,0.44800000000000001,87,23,4,0,4,15,13,17,9,0,0,9,0
Current,"Henry, Sang",ELP,26,CF,ML,26,0.3,0.376,0.41099999999999998,90,27,4,0,2,14,7,11,8,0,1,2,0
Current,"Herrera, Bob",OKC,31,2B,ML,23,0.25,0.28100000000000003,0.435,92,23,6,1,3,7,13,4,8,0,0,3,0
Current,"Hessel, Eddie",CHES,30,C,ML,25,0.23699999999999999,0.26600000000000001,0.35499999999999998,76,18,3,0,2,6,11,3,17,0,0,2,0
Current,"Heuman, Paul",TEX,37,LF,ML,25,0.42699999999999999,0.48599999999999999,0.68799999999999994,96,41,7,0,6,16,19,11,8,3,2,2,0
Current,"Hickman, Mason",NORW,32,C,ML,4,0.75,0.8,0.75,4,3,0,0,0,3,0,1,0,0,0,0,0
Current,"Hicks, Brian",DAY,27,RF,ML,27,0.26400000000000001,0.32200000000000001,0.42499999999999999,106,28,2,3,3,16,13,9,29,0,1,4,0
Current,"Hicks, Dale",MAIN,30,1B,ML,27,0.313,0.33,0.5,112,35,8,2,3,14,15,3,13,0,0,5,0
Current,"Hicks, Dave",IDA,27,LF,ML,25,0.34599999999999997,0.38100000000000001,0.57899999999999996,107,37,5,1,6,18,20,6,8,0,0,2,0
Current,"Hill, George",BANG,30,3B,ML,24,0.38600000000000001,0.46,0.54500000000000004,88,34,5,0,3,12,15,12,16,0,0,6,0
Current,"Hockey, Johnny",OKC,28,C,ML,23,0.253,0.309,0.49399999999999999,87,22,6,0,5,15,20,7,10,0,0,4,0
Current,"Hodges, Julio",OKC,35,RF,ML,21,0.23300000000000001,0.34300000000000003,0.36699999999999999,30,7,1,0,1,6,6,5,8,0,1,0,0
Current,"Honeywell, Randy",PEOR,27,RF,ML,12,0.38200000000000001,0.41699999999999998,0.5,34,13,4,0,0,3,2,2,4,0,0,2,0
Current,"Hoopii, Pedro",PEOR,26,LF,ML,10,0.48299999999999998,0.5,0.72399999999999998,29,14,2,1,1,5,3,1,0,0,0,1,0
Current,"Hornigold, Benjamin",AUCK,31,3B,ML,25,0.28399999999999997,0.37,0.432,95,27,5,0,3,15,14,13,25,0,0,3,0
